楼盘,区域,地址,朝向,房型,面积,层高,建造年份,单价,总价,优势1,优势2,优势3
融汇温泉未来里,沙坪坝,凤天路,南北,4室2厅2卫,126㎡,低层(共33层),2021年建造,10659元/㎡,134.3万,满二年,近地铁,
凤天竹园,沙坪坝,凤天路,南北,2室1厅1卫,80.98㎡,低层(共32层),2010年建造,10250元/㎡,83万,满二年,近地铁,
小龙坎新街56-64号小区,沙坪坝,凤天路,南北,1室1厅1卫,45.69㎡,中层(共7层),2000年建造,13789元/㎡,63万,满二年,近地铁,
金阳易诚国际,沙坪坝,凤天路,南北,3室2厅2卫,91㎡,高层(共34层),2008年建造,11209元/㎡,102万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,84㎡,中层(共33层),2017年建造,14286元/㎡,120万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,95.49㎡,低层(共33层),2018年建造,14243元/㎡,136万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,94㎡,中层(共33层),2018年建造,14681元/㎡,138万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,84㎡,低层(共33层),2019年建造,12500元/㎡,105万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,95.11㎡,高层(共32层),2016年建造,12092元/㎡,115万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,低层(共30层),2019年建造,14637元/㎡,140万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,2室2厅2卫,95㎡,中层(共33层),2015年建造,11053元/㎡,105万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,高层(共32层),2018年建造,12755元/㎡,122万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,84.93㎡,高层(共35层),2016年建造,14248元/㎡,121万,满二年,近地铁,
融汇温泉未来里,沙坪坝,凤天路,南北,3室2厅2卫,95㎡,低层(共33层),2019年建造,11579元/㎡,110万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,85.43㎡,中层(共30层),2019年建造,13111元/㎡,112万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,中层(共31层),2018年建造,14100元/㎡,135万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,中层(共30层),2019年建造,13905元/㎡,133万,满二年,近地铁,
融汇温泉未来里,沙坪坝,凤天路,南北,3室2厅2卫,99㎡,中层(共32层),2019年建造,11495元/㎡,113.8万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,高层(共30层),2019年建造,13069元/㎡,125万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,中层(共33层),2018年建造,13383元/㎡,128万,满二年,近地铁,
融汇温泉未来里,沙坪坝,凤天路,南北,2室0厅0卫,82.6㎡,低层(共31层),2021年建造,11865元/㎡,98万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,106.43㎡,高层(共40层),2016年建造,13437元/㎡,143万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.65㎡,中层(共32层),2019年建造,13801元/㎡,132万,满二年,近地铁,
畔山桃园,沙坪坝,凤天路,南北,3室2厅2卫,80.56㎡,中层(共32层),2019年建造,6828元/㎡,55万,近地铁,次新房,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,85.52㎡,低层(共32层),2019年建造,13214元/㎡,113万,近地铁,车位充足,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,85.43㎡,中层(共30层),2018年建造,13111元/㎡,112万,近地铁,车位充足,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,低层(共31层),2016年建造,13369元/㎡,128万,近地铁,车位充足,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,高层(共32层),2019年建造,12533元/㎡,120万,近地铁,车位充足,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,高层(共32层),2019年建造,12533元/㎡,120万,近地铁,车位充足,
畔山桃园,沙坪坝,凤天路,南北,3室2厅2卫,108㎡,中层(共31层),2019年建造,8797元/㎡,95万,,有电梯,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,中层(共32层),2016年建造,14517元/㎡,139万,,满二年,
畔山桃园,沙坪坝,凤天路,南北,4室2厅2卫,108.89㎡,中层(共33层),2012年建造,9368元/㎡,102万,,近地铁,
畔山桃园,沙坪坝,凤天路,南北,2室2厅2卫,82.31㎡,中层(共30层),2020年建造,6197元/㎡,51万,,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,南北,3室2厅2卫,84.24㎡,高层(共33层),2015年建造,12346元/㎡,104万,,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,南北,3室2厅2卫,95.75㎡,中层(共32层),2020年建造,12742元/㎡,122万,,近地铁,
融汇温泉未来里,沙坪坝,凤天路,西,4室2厅2卫,131㎡,高层(共30层),2021年建造,11604元/㎡,152万,满二年,近地铁,
万科金色悦城(5期),沙坪坝,凤天路,西,3室2厅2卫,85㎡,中层(共30层),2019年建造,13883元/㎡,118万,满二年,近地铁,
融汇温泉未来里,沙坪坝,凤天路,西,3室2厅2卫,111㎡,中层(共31层),2021年建造,12793元/㎡,142万,,近地铁,
凤凰花苑(沙坪坝),沙坪坝,凤天路,西,2室2厅2卫,73.19㎡,低层(共31层),2012年建造,7652元/㎡,56万,,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,西北,3室2厅2卫,94㎡,低层(共33层),2015年建造,13405元/㎡,126万,满二年,近地铁,
融汇温泉未来里,沙坪坝,凤天路,西北,2室1厅1卫,83㎡,高层(共30层),2021年建造,13856元/㎡,115万,满二年,近地铁,
万科金色悦城(1期),沙坪坝,凤天路,西北,3室2厅2卫,95㎡,高层(共33层),2015年建造,12106元/㎡,115万,近地铁,车位充足,
万科金色悦城(1期),沙坪坝,凤天路,西北,3室2厅2卫,95㎡,高层(共29层),2018年建造,11895元/㎡,113万,近地铁,车位充足,
万科金色悦城(1期),沙坪坝,凤天路,西北,3室2厅2卫,95㎡,中层(共33层),2018年建造,14527元/㎡,138万,近地铁,车位充足,
融汇温泉城童话里E区,沙坪坝,凤天路,西北,3室1厅1卫,94㎡,低层(共33层),2015年建造,14894元/㎡,140万,,近地铁,
融汇温泉未来里,沙坪坝,凤天路,西南,3室2厅2卫,111.57㎡,高层(共32层),2021年建造,10846元/㎡,121万,满二年,近地铁,
融汇温泉城童话里E区,沙坪坝,凤天路,西南,3室2厅2卫,84㎡,低层(共33层),2015年建造,12381元/㎡,104万,满二年,近地铁,
金阳易诚国际,沙坪坝,凤天路,西南,2室2厅2卫,88㎡,中层(共34层),2009年建造,11705元/㎡,103万,满二年,近地铁,
万科金色悦城(1期),沙坪坝,凤天路,西南,3室2厅2卫,95.11㎡,高层(共28层),2015年建造,13459元/㎡,128万,,有电梯,
万科金色悦城(2期),沙坪坝,凤天路,西南,3室2厅2卫,117.36㎡,中层(共26层),2015年建造,13804元/㎡,162万,,近地铁,
万科金色悦城(2期),沙坪坝,凤天路,西南,3室2厅2卫,117.36㎡,中层(共26层),2015年建造,13804元/㎡,162万,,近地铁,
金阳易诚国际,沙坪坝,凤天路,西南,2室2厅2卫,92.78㎡,低层(共34层),2009年建造,12072元/㎡,112万,,近地铁,
时代星居,沙坪坝,工人村,东北,3室2厅2卫,97.03㎡,低层(共33层),2014年建造,10925元/㎡,106万,满二年,近地铁,
重庆市一中刘家院,沙坪坝,工人村,南北,3室2厅2卫,97㎡,低层(共8层),2000年建造,10516元/㎡,102万,满五年,近地铁,
富州新城,沙坪坝,平顶山文化公园,北,3室1厅1卫,82.94㎡,高层(共33层),2007年建造,13022元/㎡,108万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,东,3室2厅2卫,92.71㎡,低层(共32层),2017年建造,11865元/㎡,110万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,东,3室2厅2卫,95㎡,高层(共32层),2019年建造,11790元/㎡,112万,,近地铁,
富州新城新瑞汇,沙坪坝,平顶山文化公园,东,3室1厅1卫,82.6㎡,中层(共26层),2018年建造,12349元/㎡,102万,,近地铁,
中房千寻,沙坪坝,平顶山文化公园,东,3室2厅2卫,89㎡,低层(共32层),2012年建造,12360元/㎡,110万,,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,东北,3室2厅2卫,90.24㎡,低层(共33层),2016年建造,13631元/㎡,123万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,东南,3室2厅2卫,90.89㎡,中层(共33层),2017年建造,14854元/㎡,135万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,东南,3室2厅2卫,93㎡,高层(共32层),2017年建造,12904元/㎡,120万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,东南,3室2厅2卫,91㎡,高层(共33层),2018年建造,12088元/㎡,110万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,81㎡,高层(共32层),2017年建造,12963元/㎡,105万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,81㎡,低层(共32层),2017年建造,13334元/㎡,108万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,81㎡,低层(共32层),2017年建造,13581元/㎡,110万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,96㎡,低层(共32层),2017年建造,11042元/㎡,106万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,90.89㎡,高层(共33层),2017年建造,13203元/㎡,120万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,95.91㎡,高层(共32层),2018年建造,12304元/㎡,118万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,95.82㎡,中层(共30层),2020年建造,11459元/㎡,109.8万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,92.71㎡,中层(共30层),2020年建造,10873元/㎡,100.8万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,92.62㎡,高层(共32层),2017年建造,13820元/㎡,128万,满二年,近地铁,
中房千寻,沙坪坝,平顶山文化公园,南,3室2厅2卫,89㎡,低层(共33层),2013年建造,12360元/㎡,110万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,76.03㎡,高层(共32层),2017年建造,12496元/㎡,95万,满二年,近地铁,
富州平顶山,沙坪坝,平顶山文化公园,南,3室2厅2卫,84㎡,中层(共30层),2019年建造,13096元/㎡,110万,,满二年,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,96㎡,中层(共32层),2017年建造,12334元/㎡,118.4万,,近地铁,
中房千寻,沙坪坝,平顶山文化公园,南,3室2厅2卫,89㎡,高层(共32层),2012年建造,11461元/㎡,102万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南,3室2厅2卫,76㎡,低层(共32层),2017年建造,13408元/㎡,101.9万,,,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,81.05㎡,低层(共32层),2020年建造,11105元/㎡,90万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,2室2厅2卫,80.71㎡,低层(共27层),2014年建造,10284元/㎡,83万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,2室2厅2卫,66.67㎡,低层(共32层),2021年建造,11700元/㎡,78万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,低层(共33层),2019年建造,13046元/㎡,125万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,81.05㎡,低层(共32层),2020年建造,12339元/㎡,100万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95㎡,高层(共32层),2017年建造,11895元/㎡,113万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91㎡,中层(共30层),2020年建造,11979元/㎡,109万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.71㎡,低层(共33层),2019年建造,12405元/㎡,115万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,90.89㎡,低层(共30层),2020年建造,11058元/㎡,100.5万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,中层(共30层),2020年建造,11167元/㎡,107万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,90.89㎡,中层(共30层),2020年建造,11993元/㎡,109万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95㎡,高层(共32层),2016年建造,10737元/㎡,102万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.62㎡,中层(共32层),2017年建造,11877元/㎡,110万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91.55㎡,中层(共30层),2019年建造,11797元/㎡,108万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,97.5㎡,高层(共26层),2017年建造,10565元/㎡,103万,满五年,近地铁,
富州新城,沙坪坝,平顶山文化公园,南北,3室2厅2卫,124㎡,高层(共32层),2012年建造,10081元/㎡,125万,满五年,近地铁,
南方苹果派(2期),沙坪坝,平顶山文化公园,南北,3室2厅2卫,83.6㎡,低层(共11层),2015年建造,8972元/㎡,75万,满五年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,77.42㎡,高层(共33层),2018年建造,11625元/㎡,90万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,88㎡,高层(共28层),2017年建造,12273元/㎡,108万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,96.08㎡,低层(共26层),2018年建造,10929元/㎡,105万,满五年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,88.43㎡,中层(共33层),2018年建造,13005元/㎡,115万,满五年,近地铁,
富州新城D街区(南区),沙坪坝,平顶山文化公园,南北,3室2厅2卫,98㎡,低层(共32层),2016年建造,13266元/㎡,130万,满五年,近地铁,
中房千寻,沙坪坝,平顶山文化公园,南北,3室2厅2卫,102㎡,高层(共32层),2013年建造,10000元/㎡,102万,满二年,近地铁,
富州新城D街区(南区),沙坪坝,平顶山文化公园,南北,3室2厅2卫,82.93㎡,低层(共34层),2018年建造,10130元/㎡,84万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.91㎡,高层(共32层),2017年建造,11887元/㎡,114万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.91㎡,高层(共33层),2020年建造,11866元/㎡,113.8万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,低层(共34层),2019年建造,13046元/㎡,125万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.91㎡,低层(共33层),2017年建造,11991元/㎡,115万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91㎡,中层(共33层),2018年建造,14286元/㎡,130万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.71㎡,中层(共33层),2020年建造,11531元/㎡,106.9万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,88.06㎡,高层(共33层),2019年建造,12038元/㎡,106万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91㎡,高层(共33层),2020年建造,11869元/㎡,108万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91.55㎡,高层(共32层),2018年建造,11797元/㎡,108万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.71㎡,中层(共34层),2020年建造,11650元/㎡,108万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.71㎡,高层(共32层),2018年建造,12081元/㎡,112万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,低层(共32层),2019年建造,11480元/㎡,110万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,88.06㎡,低层(共33层),2019年建造,13855元/㎡,122万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.62㎡,低层(共34层),2019年建造,12525元/㎡,116万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,中层(共34层),2019年建造,12837元/㎡,123万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,92.02㎡,高层(共33层),2019年建造,11954元/㎡,110万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.91㎡,中层(共32层),2017年建造,12616元/㎡,121万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,高层(共34层),2020年建造,12107元/㎡,116万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,95.82㎡,中层(共33层),2019年建造,12002元/㎡,115万,满二年,近地铁,
中房千寻,沙坪坝,平顶山文化公园,南北,3室2厅2卫,89.37㎡,中层(共32层),2012年建造,10966元/㎡,98万,满二年,近地铁,
中房千寻,沙坪坝,平顶山文化公园,南北,3室2厅2卫,89㎡,低层(共32层),2012年建造,11686元/㎡,104万,满二年,近地铁,
富州平顶山58号(南区),沙坪坝,平顶山文化公园,南北,3室2厅2卫,90㎡,低层(共8层),2022年建造,12223元/㎡,110万,满二年,近地铁,
富州平顶山58号(南区),沙坪坝,平顶山文化公园,南北,3室2厅2卫,91㎡,高层(共8层),2022年建造,12088元/㎡,110万,满二年,近地铁,
富州平顶山58号(南区),沙坪坝,平顶山文化公园,南北,3室2厅2卫,91㎡,高层(共8层),2022年建造,12088元/㎡,110万,满二年,近地铁,
富州平顶山,沙坪坝,平顶山文化公园,南北,3室2厅2卫,83.89㎡,中层(共32层),2020年建造,12875元/㎡,108万,满二年,近地铁,
蓝光公园华府,沙坪坝,平顶山文化公园,南北,3室2厅2卫,96㎡,低层(共33层),2020年建造,10719元/㎡,102.9万,满二年,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,南北,3室2厅2卫,80㎡,中层(共32层),2018年建造,14000元/㎡,112万,满二年,近地铁,
富州平顶山,沙坪坝,平顶山文化公园,南北,3室2厅2卫,84㎡,高层(共28层),2019年建造,12500元/㎡,105万,满二年,近地铁,
富州平顶山,沙坪坝,平顶山文化公园,南北,3室2厅2卫,83.99㎡,中层(共28层),2022年建造,12502元/㎡,105万,满二年,近地铁,
富州新城新瑞汇,沙坪坝,平顶山文化公园,南北,3室2厅2卫,83㎡,高层(共26层),2019年建造,13494元/㎡,112万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,101.44㎡,高层(共33层),2017年建造,12323元/㎡,125万,满二年,近地铁,
富州新城新瑞汇,沙坪坝,平顶山文化公园,南北,3室2厅2卫,83㎡,中层(共32层),2018年建造,13374元/㎡,111万,近地铁,,
富州新城兰亭,沙坪坝,平顶山文化公园,南北,3室2厅2卫,91.55㎡,低层(共33层),2019年建造,13654元/㎡,125万,,满二年,
富州新城,沙坪坝,平顶山文化公园,南北,3室2厅2卫,85.46㎡,低层(共32层),2015年建造,9128元/㎡,78万,,近地铁,
富州新城,沙坪坝,平顶山文化公园,南北,3室2厅2卫,85.46㎡,低层(共32层),2015年建造,9128元/㎡,78万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,西,3室2厅2卫,81.05㎡,低层(共32层),2017年建造,13572元/㎡,110万,,近地铁,
富州新城D街区,沙坪坝,平顶山文化公园,西北,3室2厅2卫,88.43㎡,低层(共33层),2016年建造,11987元/㎡,106万,满二年,近地铁,
富州新城,沙坪坝,平顶山文化公园,西北,3室2厅2卫,93㎡,高层(共33层),2007年建造,9463元/㎡,88万,满二年,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,西北,3室2厅2卫,95.91㎡,中层(共32层),2017年建造,13555元/㎡,130万,,近地铁,
富州新城兰亭,沙坪坝,平顶山文化公园,西南,3室2厅2卫,92㎡,高层(共33层),2017年建造,11848元/㎡,109万,,近地铁,
融汇温泉城圣地亚(南区),沙坪坝,三峡广场,北,1室1厅1卫,51.18㎡,高层(共33层),2015年建造,11333元/㎡,58万,有电梯,近地铁,
融汇国际温泉城上筑,沙坪坝,三峡广场,东,2室2厅2卫,87㎡,低层(共33层),2012年建造,12759元/㎡,111万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,东南,3室2厅2卫,98㎡,中层(共32层),2009年建造,12245元/㎡,120万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,东南,3室1厅1卫,99㎡,中层(共32层),2009年建造,11293元/㎡,111.8万,,满五年,
融汇温泉城圣地亚(南区),沙坪坝,三峡广场,东南,3室2厅2卫,100.66㎡,中层(共32层),2012年建造,11524元/㎡,116万,,近地铁,
金阳牛津街,沙坪坝,三峡广场,东西,3室2厅2卫,92.87㎡,中层(共31层),2010年建造,11630元/㎡,108万,满二年,近地铁,
金科东原青溪林(新房),沙坪坝,三峡广场,南,3室2厅2卫,62.9㎡,,,16694元/㎡,105万,双阳台,户型方正,
台湾花园(沙坪坝),沙坪坝,三峡广场,南,3室2厅2卫,91.31㎡,高层(共8层),2000年建造,11828元/㎡,108万,满五年,近地铁,
晨光小区,沙坪坝,三峡广场,南,2室2厅2卫,89㎡,中层(共9层),2000年建造,11461元/㎡,102万,满五年,近地铁,
百年世家,沙坪坝,三峡广场,南,2室2厅2卫,86.7㎡,低层(共31层),2004年建造,13034元/㎡,113万,满五年,近地铁,
恒鑫大厦,沙坪坝,三峡广场,南,2室2厅2卫,120.85㎡,高层(共30层),2000年建造,12578元/㎡,152万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南,3室2厅2卫,95.5㎡,低层(共32层),2009年建造,12566元/㎡,120万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南,3室2厅2卫,85㎡,中层(共30层),2009年建造,12118元/㎡,103万,满二年,近地铁,
天安仕锦阁,沙坪坝,三峡广场,南,3室2厅2卫,111.68㎡,低层(共28层),2005年建造,10745元/㎡,120万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南,2室2厅2卫,83㎡,中层(共10层),2010年建造,9422元/㎡,78.2万,近地铁,配套成熟,
金科东原青溪林(新房),沙坪坝,三峡广场,南,3室2厅2卫,62.9㎡,,,16694元/㎡,105万,户型方正,轨交房,
融汇温泉城翰林学府(新房),沙坪坝,三峡广场,南,2室2厅2卫,76㎡,,,14343元/㎡,109万,,,车位充足
融汇温泉城翰林学府(新房),沙坪坝,三峡广场,南,2室2厅2卫,76㎡,,,14343元/㎡,109万,,,车位充足
融汇国际温泉城(A区),沙坪坝,三峡广场,南,3室2厅2卫,100㎡,中层(共31层),2009年建造,10000元/㎡,100万,,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南,3室2厅2卫,97㎡,低层(共32层),2009年建造,11135元/㎡,108万,,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南北,4室2厅2卫,133.38㎡,低层(共33层),2010年建造,10647元/㎡,142万,满五年,近地铁,
利得尔大厦,沙坪坝,三峡广场,南北,2室2厅2卫,86.59㎡,高层(共30层),2004年建造,17324元/㎡,150万,满五年,近地铁,
金沙国际,沙坪坝,三峡广场,南北,1室0厅0卫,48㎡,高层(共32层),2004年建造,15000元/㎡,72万,满五年,近地铁,
糖酒大厦,沙坪坝,三峡广场,南北,3室2厅2卫,98.96㎡,高层(共10层),2000年建造,10611元/㎡,105万,满五年,近地铁,
汉渝路35-41号小区(沙坪坝),沙坪坝,三峡广场,南北,3室2厅2卫,91.11㎡,低层(共9层),2000年建造,12074元/㎡,110万,满五年,近地铁,
金沙国际,沙坪坝,三峡广场,南北,2室2厅2卫,88㎡,中层(共32层),2006年建造,13637元/㎡,120万,满五年,近地铁,
融汇温泉城圣地亚(南区),沙坪坝,三峡广场,南北,3室2厅2卫,96㎡,中层(共33层),2015年建造,10792元/㎡,103.6万,满五年,近地铁,
晨光小区,沙坪坝,三峡广场,南北,3室2厅2卫,96㎡,中层(共8层),2000年建造,13542元/㎡,130万,满五年,近地铁,
晨光小区,沙坪坝,三峡广场,南北,3室2厅2卫,97㎡,高层(共9层),2000年建造,11650元/㎡,113万,满五年,近地铁,
沙坪坝电力小区,沙坪坝,三峡广场,南北,3室2厅2卫,110㎡,低层(共27层),2003年建造,13455元/㎡,148万,满二年,近地铁,
百年世家,沙坪坝,三峡广场,南北,3室2厅2卫,134.3㎡,高层(共31层),2006年建造,11170元/㎡,150万,满二年,近地铁,
沙铁大厦,沙坪坝,三峡广场,南北,3室2厅2卫,103.24㎡,低层(共32层),2008年建造,9880元/㎡,102万,满二年,近地铁,
融汇国际温泉城(A区),沙坪坝,三峡广场,南北,3室2厅2卫,97㎡,高层(共32层),2009年建造,10516元/㎡,102万,满二年,近地铁,
金沙国际,沙坪坝,三峡广场,南北,2室2厅2卫,98㎡,高层(共33层),2003年建造,15919元/㎡,156万,满二年,近地铁,
晨光小区,沙坪坝,三峡广场,南北,2室2厅2卫,81.91㎡,中层(共8层),2000年建造,14284元/㎡,117万,满二年,近地铁,
沙坪坝电力小区,沙坪坝,三峡广场,南北,2室2厅2卫,84.53㎡,低层(共11层),2003年建造,12067元/㎡,102万,满二年,近地铁,
晨光小区,沙坪坝,三峡广场,南北,2室2厅2卫,82㎡,中层(共8层),2000年建造,13171元/㎡,108万,满二年,近地铁,
沙坪坝电力小区,沙坪坝,三峡广场,南北,3室2厅2卫,95㎡,中层(共9层),2000年建造,12632元/㎡,120万,满二年,近地铁,
晨光小区,沙坪坝,三峡广场,南北,2室2厅2卫,92.03㎡,低层(共9层),2000年建造,14996元/㎡,138万,近地铁,,
晨光小区,沙坪坝,三峡广场,南北,2室2厅2卫,87㎡,中层(共9层),2000年建造,12874元/㎡,112万,近地铁,,
晨光小区,沙坪坝,三峡广场,南北,2室2厅2卫,84㎡,高层(共9层),2000年建造,13334元/㎡,112万,近地铁,,
建工东村,沙坪坝,三峡广场,南北,3室1厅1卫,87.58㎡,低层(共12层),2000年建造,8907元/㎡,78万,,满五年,
晨光小区,沙坪坝,三峡广场,西,2室2厅2卫,87㎡,低层(共9层),1999年建造,14828元/㎡,129万,,近地铁,
融汇国际温泉城上筑,沙坪坝,三峡广场,西北,2室2厅2卫,87.36㎡,高层(共33层),2012年建造,11791元/㎡,103万,,近地铁,
